barcode,id
7613434639215,709226600000
7612016001020,748674600000
7617027845274,271711102300
5029053001142,526106000000
7613434876146,702868900000
7613433782653,823716729284
7613432952361,823716729284
7613346952679,823716729284
7613433531398,823716729284
800897131289,528708400000
7613312216958,507031900000
2186375000000,221850010092
7617027763967,221850010092
7613312427620,514302500000
4006381594721,727902600000
7613269157489,511851200000
7613312334188,153232100000
7613269880813,205223100000
7613433524307,816337023620
4029679995741,104253800000
7613312336168,104253800000
7613432951586,830216344403
7613346804848,830216344403
7613404435458,130140600000
7613404029527,130140600000
7613404195994,130140600000
7616800833187,130140600000
3600523956128,518614300000
40045146,521001700000
42369660,521001700000
800897157203,528556200000
7613434890982,805429109875
9002975376266,101040400000
7613312397848,101040400000
7640147940031,122063300000
7628871108903,804691717760
7613404859216,251339970000
3600524026547,519317600000
3600524031824,519317600000
7640175280154,130601000000
7610145651147,106406000000
7610161430603,106406000000
7613269191841,106406000000
7623186014697,131411900000
7613434761787,803584418520
7613269351740,131181100000
7613434032740,723982200000
7630028625553,514643600000
4260719670697,748411900000
7613312058329,155140500000
7613312230725,155140500000
7613312230732,155140500000
7613312416945,122006900000
7613312305911,122006900000
7613312416938,122006900000
7613404541128,205214100000
2161016000007,220460010511
7613269804222,220460010511
3057640560958,120112700000
5713307500054,104264800000
8005125161553,748683400300
7613404179970,111900400000
7613434610085,888300933320
7617014189985,107132500000
7613433783049,823717030320
7613432948814,823717030320
7613346798017,823717030320
7613432929844,830219322217
7613346838119,830219322217
7613312415863,122289400000
7628871018677,822706300810
2156479000008,220232300041
7613269405719,220232300041
8015194518912,502096100000
7613433477108,816338021375
7613047030256,720508900012
7613433476217,816338321320
7613432956536,830216830217
7613346805401,830216830217
7623186003936,196046101000
7613404451298,196046101000
7613404785829,130468600000
7613434741413,700171100005
7628871016192,832725244420
7340035200505,720320500000
7340035216308,720320500000
7613433679557,723968000000
7610859236791,702853000000
7613434766522,806352918420
8005510005950,103331500000
7610200071231,103331500000
80053835,103331500000
7628871006285,747192200041
7628871107753,806239818383
7613434034126,723964900000
7613404168967,205014400000
7613404538982,205014400000
7613432953931,830219511184
7613346838546,830219511184
7613434236650,843503703720
2122806000003,260210601000
7617027538855,260210601000
7613404844489,113636100000
7617027092364,109000200000
2152270000001,231517281900
7617027977869,231517281900
7623186178399,271207909300
7610632997840,271207909300
9120044185141,520209100000
9120106175141,520209100000
9120044184731,520209100000
7623186102714,113129400000
7613434761022,803583917810
800897170684,528542400000
7613294885364,722800500030
7613269054474,130154000000
2180683000004,233013110000
7617027556286,233013110000
7613312271742,521015100000
5000357105262,101006800000
7616800650586,154321000000
7613434863443,805424630343
7610200099662,104215400000
7613312320402,101918000000
7613312344590,101918000000
3609200002837,105257200000
3609209000728,105257200000
7613434879123,702870600000
7630028605340,526800700000
7624900122889,526800700000
7624900114853,526800700000
7630028601304,526800700000
30143289,517900500000
2146719000004,210415824100
7617027521345,210415824100
7613433525786,816341024111
7613434949413,747272400000
0630996411858,747533200000
0630996411865,747533200000
0630996411872,747533200000
0630996411889,747533200000
0630996411896,747533200000
0630996411902,747533200000
0630996411919,747533200000
7613434475363,747533200000
7613206379103,720442500000
7613404689059,212414700000
8011425115912,212414700000
7613434941301,836300322281
7613434762043,803584700000
7613434123387,891526460705
7613404309742,130189200000
3600541235922,514887600000
3131910537007,721283400000
7610311955000,232303203000
7628871134612,863468522240
7613433520361,816341507003
2158986000007,210463542400
7613269597650,210463542400
7611964153287,107081800000
7617027960700,212555700000
4009932654752,522002900000
7640177319845,113268100000
7610632967232,270888402300
7613434891033,805428809838
2157956000009,241102740000
7613269525349,241102740000
7616700004458,113264800000
7623186104039,113264800000
798190099842,110132500000
2123182000007,261600901000
7617027542883,261600901000
7613434887098,823722730481
3600531595036,525157400000
7613312263082,107002900000
30095229,525109700000
7640108572523,504920600000
7613248580840,706220700000
2135876000002,210423503000
7617027522441,210423503000
7613269027430,158528000000
7613312306567,158528000000
76176821,158528000000
7628871145182,836101533340
7613434237374,842935904120
5021047102286,158576300000
5021047502000,158576300000
9414202437808,705343600039
7613295667723,705343600039
4005900183828,514945700000
7613269377023,230510056000
7610200318893,274486002300
7610200279767,230534600000
7617200008403,230534600000
7613432911795,847321503740
7613249538185,847321503740
7613312339657,102502900000
7613312409312,102502900000
7613432505703,847941504010
2168925000005,271414101000
7623186073311,271414101000
8000139929892,104129400000
7613294761705,706003400000
7617030369941,706003400000
7613432451789,815331724303
4008233036021,511979100000
7613269561842,110111300000
7613434846231,815341200580
2170589000000,241102750000
7623186225543,241102750000
2180464000001,210418428200
7617027098120,210418428200
4008233042497,511975800000
4008233034362,511975800000
3600531361464,517631400000
7613434760803,803583617910
7640147940963,151081100000
7611350300066,162505500000
7613269301691,162505500000
8850030116064,158588700000
7610200016805,232100501000
5702017424224,743452100000
0879674017177,747193600000
7613312126974,103531300000
7613434863320,805424930243
7613434838908,815340500310
7613312394793,160381600000
7613269559290,110192200000
7613404862841,200655100000
7613404194355,200655100000
7613312377000,514938200000
7613312359600,101136400000
7613312258477,101136400000
4008332451824,748502300000
7613434955278,701156900000
5010994183257,743801300000
5034444113366,158555500000
3276620801663,158555500000
3288310840906,158555500000
7610200042156,158555500000
7613432486262,847942800210
7613434895147,703580500000
7613434910451,804990110441
4104420222472,100192900000
7630775731675,848800200791
7613432474757,703734100000
7613312342695,120928500000
7613347044519,881620610443
7613269372967,106258500000
30095755,525111800000
7630028617282,513344200000
7613404535363,210118500000
7628871126723,806464318480
7613432451116,815330524420
4104420215221,130913700000
4104420228122,130913700000
7628871041132,724255000000
7613434753768,700168100004
7613434733296,700164800004
7613434856353,822651001005
7613312226124,110174900000
7649994452100,702037100000
7613312099506,505064700000
6943478020306,747327200000
2164414000006,220234041111
7613404120545,220234041111
2167298000001,231502482000
7613404573525,231502482000
3600542497916,513399000000
7628871012743,894932808074
4008789710031,748074000000
7613434319865,724088700000
4002221043060,107099700000
7613434849140,766600200080
7610200385192,204461100000
7610645407015,106285700000
22137791,106285700000
7613169499771,720538700040
8033413349031,110305000000
4007965112102,514060600000
7610108021451,514060600000
3283950911184,523025500000
7613312416464,523025500000
3040523081633,830424500320
5412514333393,158513900000
7613312384817,158513900000
8714274680661,747498000000
7613434360867,724076300000
7610104021615,106225000000
7613432703406,705652600000
4104420137042,152191500000
7613312094907,152191500000
7613432870870,720734000000
0194735070633,749019900000
4015100339666,514721000000
4015000887816,514721000000
4015000985512,514721000000
4015100201871,514721000000
4015100196344,514721000000
7610472873984,747166200002
2168911000002,233110285010
7623186070082,233110285010
7630028637808,500519200000
7613434174426,708106300000
7613432932202,817314024535
7613434670997,709344000000
7613312270417,513626700000
7616700002683,111406000000
7628871017724,880370811031
7628871183603,833902111174
7613312253595,161615400000
7613269599937,210476900000
7623186214882,210476900000
5060194791967,158590800000
7623186140211,231505808110
2132733000007,275780302100
7617027556989,275780302100
7613434607740,888000195216
3616303505684,516326700000
7613432450591,815329824303
7613269549536,130222500000
7640283670397,120219700000
8004690612804,104163100000
7610418201871,120247400000
7623186074219,277319502200
7610632964965,277319502200
7610632993118,277319502200
7613312404393,513235800000
8006363004947,702314400000
7628871025439,831226030338
2184408000003,227221545011
7617027663014,227221545011
0778988364369,748416300000
7613434899183,815344100278
7640143660223,122053900000
7613404587140,204003200000
7610200313980,204003200000
7613404894064,204003200000
7613312304648,120119400000
7610525395111,120119400000
7613312404492,513239100000
4002448101697,512025100000
7613404741061,282599300000
7610108024513,514160000000
7613433685879,705723700040
7613434850634,821171200920
7610499308001,720634600000
7070529703051,720634600000
7613433517460,816339421508
7613432506137,847942303610
7613312191583,151409000000
7629999061231,705982600000
7613434918280,802976130257
7613434976884,844454102638
7613433537383,700163600001
7613434761367,803584118581
7613433626179,823720230410
7613312388327,152900300000
7616500648869,100920900000
7613312141441,511861800000
7613434032719,723963300000
7628871038736,833901500082
7613434862514,728102600000
30145429,519308300000
3040525079553,830423800370
7613404034224,130382400000
5407005142899,709039600000
7613312394199,101913300000
7613269315339,101913300000
7613434727820,821170300610
7613312285718,104240400000
7610096102125,121326200000
4025089083320,524201700000
7613312337974,524201700000
7613432451369,815330824210
9000101663785,514851700000
5012583203209,514851700000
7628871134933,879204533357
7623186134531,130491800000
7613269598763,130491800000
7613404744253,130101000000
7613404375303,130101000000
7613269762621,113122700000
7640181110476,107144300000
7613432959551,830222744425
7613347421471,830222744425
7613312261507,101001200000
2163445000009,232104266000
7613404024881,232104266000
7613312306703,513908300000
7613434741154,700170900003
5407005142059,709012100085
7613312408452,105250800000
7613432452045,815331824311
3610861316645,830424800843
2158028000002,220251555510
7613269530602,220251555510
2184195000002,210412224100
7617027628075,210412224100
7617027082648,205062200000
4033082021393,511810400000
7613432784054,880428012242
7610552014696,204561700000
7630028620619,526606000000
7630028600499,526606000000
7613296584784,700159400005
7628871075649,849126300050
7613434854038,821172300948
7613432959858,830222911125
7613347422058,830222911125
7628871528091,740117600000
0035051916369,740117600000
7628871078909,889000412811
7628871074093,896400209241
0887961812756,746590500000
0887961812763,746590500000
0887961812770,746590500000
0887961812794,746590500000
0887961812817,746590500000
0887961812824,746590500000
0887961812787,746590500000
0887961870053,746590500000
7628871019674,822801600943
7613404435090,196040800600
7613434875347,818523600605
7613269303091,156009800000
7610161014841,156009800000
7610161431303,156009800000
7610200315182,156009800000
7613434127460,891908209840
7613434358444,724423000000
7613312368077,106622900000
7613434127477,891908300000
7613434232416,844978202138
7613434878683,749301500000
7612016076639,749301500000
7613433780468,831218230343
7613432913331,831218230343
7613346827892,831218230343
7613404359990,130429000000
4051281983526,724214200005
7613434705545,724214200005
7628871017670,892797132340
2157940000008,220234100010
7613269523833,220234100010
4770608253769,109062200000
7613434845722,815340800520
7613433724646,830222201020
7613347393044,830222201020
7613433177220,830222201020
7628871295382,709050500000
7628871041880,832195730350
7617014174905,107121900000
7613312320075,101924300000
7613312370377,110211000000
8713500012740,521029200000
4062300408944,521077100000
4062300242722,521077100000
4062300024212,521077100000
4062300026742,521077100000
4062300273436,521077100000
4062300084025,521077100000
8004970145770,113115700000
8004970113243,113115700000
7613404540367,131374300000
3600521062401,514838400000
7613433516968,816338923438
7630028601670,526612600000
7628871108385,804690900000
7613269734789,204101600700
7613434977751,804990515241
7613434890968,805429108675
7628871080339,889200710476
7617027950015,233000581302
7622400896170,212688600000
7613434741543,700171200007
7628871078930,889000710480
7613312037508,106140900000
5010415510211,747261800000
5010415510068,747261800000
3614228696739,516211100000
30147591,517913900000
7613248511349,721100600000
7628871167788,896601507439
800897123291,528503200000
7617400020519,109700200000
7630028630731,514109300000
7394376665103,204034200000
3600523951543,518613900000
7613434123356,891526400000
7613433477320,816338121410
0887961638189,746562800000
0887961638172,746562800000
0887961638196,746562800000
0887961638202,746562800000
0887961728538,746562800000
0887961728545,746562800000
0887961728552,746562800000
0887961745900,746562800000
0887961745917,746562800000
0887961765915,746562800000
0887961765922,746562800000
0887961753301,746562800000
0887961828436,746562800000
0887961828443,746562800000
0887961828467,746562800000
0887961828474,746562800000
0887961828412,746562800000
0887961828429,746562800000
0887961828450,746562800000
0887961828481,746562800000
0887961918472,746562800000
0887961918489,746562800000
0887961918519,746562800000
0887961918533,746562800000
0887961918496,746562800000
0887961918502,746562800000
0887961918526,746562800000
0887961918540,746562800000
0194735009350,746562800000
0194735009374,746562800000
0194735009381,746562800000
0194735009404,746562800000
0194735057016,746562800000
0194735009336,746562800000
0194735009343,746562800000
0194735009398,746562800000
7628871025767,818817200540
7613434850269,821171001010
7628871025613,831227530220
7613035595163,109041400000
2147106000003,251400600000
7617100047076,251400600000
5029053560168,520557200000
7616700259162,111753005200
7613434124025,891527000000
7613312389751,121333000000
7613433521030,816339521410
7613432449625,815329324210
7623186135774,200723432200
7613404823651,131356100000
7617027000215,113137500000
7613434224541,704267100000
7613432312073,705025200000
7613434944753,838400222243
7613434849904,821170900748
7613137118925,821169301041
4005900756077,514645800000
4005900535344,514645800000
7613434716367,830224422217
7613432454391,815334324110
7613434728339,821170401010
7613434903507,831226130220
7613404907511,112930505500
4015100336504,514649100000
7628871205206,836101944410
7613434761015,803583917781
7623186088834,130455100000
7610200398246,130455100000
7613404906774,130455100000
7613247737351,700155200001
7630028601779,526613200000
8015944007406,131108700000
4005808488094,513003900000
4005808812882,513003900000
4005808179770,513003900000
7628871066234,727904800000
7613312224359,156027300000
2150347000008,220650011611
7617027887663,220650011611
7613404162507,205077000000
5010993635597,748672800000
5010993635528,748672800000
5010993635535,748672800000
5010993657353,748672800000
7613404321089,271712802500
7613434852287,821172900810
7640178579842,848800200338
7613312077993,104055300000
7630028634555,500330500000
7612016001242,744136100000
0090159319009,744136100000
0074427153977,748680500000
0074427152307,748680500000
0074427153144,748680500000
0074427153540,748680500000
0074427153908,748680500000
0074427155391,748680500000
0074427156572,748680500000
0074427157043,748680500000
0074427852474,748680500000
0074427854522,748680500000
0074427854614,748680500000
0074427156480,748680500000
0074427156503,748680500000
0074427156695,748680500000
0074427157111,748680500000
0074427157241,748680500000
0074427157494,748680500000
0074427152260,748680500000
0074427156527,748680500000
0074427156541,748680500000
0074427157876,748680500000
0074427158590,748680500000
0074427158774,748680500000
0074427157999,748680500000
0074427151041,748680500000
0074427159498,748680500000
0074427157890,748680500000
0074427157913,748680500000
0074427159832,748680500000
0074427157937,748680500000
0074427161071,748680500000
0074427160654,748680500000
0074427160678,748680500000
0074427160692,748680500000
0074427161286,748680500000
2115034000006,233700161000
7617100018946,233700161000
7613434917603,802975600000
7613249080219,708213200000
7613247589585,704509800000
2182538000009,220450020010
7617027592437,220450020010
4008789092700,746082800000
4062300264977,521076500000
4062300017245,521076500000
7617027783491,251363200000
7613404843376,131375700000
800897813710,528521000000
7613206105429,703143500000
4008033190190,703143500000
7613434245973,844977502441
4005808606573,512922200000
7610900128877,204586800000
7617027913836,204586800000
7613312209967,502007800000
7613312196083,165042300000
7613312267806,165042300000
7613346963262,721830500000
7612360309674,104076500000
7613269372066,121110300000
7613312404942,507014100000
7613404902967,111200800000
7613433599855,843503504540
7628871079487,889001012811
7610008760702,101528600000
7628871134940,879204544440
7610900206919,210610800200
7610900261710,210610800200
7613434768809,891909700000
7613434878348,749300100000
7613434845135,815344900447
2163782000007,210456606500
7613404066041,210456606500
4032722937490,724422400000
7613064438684,720503600043
7628871038989,826544233377
7628871080049,889200411048
7613434863924,805425030166
7616500646124,100950100000
7613347499241,881620113442
9788831279161,747524500300
7613269718864,230100131501
7613433782578,823714700120
7611353960441,823714700120
7611353909143,823714700120
7611353023085,823714700120
7613434888675,702876800000
7613434888941,844985002141
0778988382011,740121200000
7613434610016,888300244420
8018872002383,153220900000
8018872002772,153220900000
7613434914121,802973930146
7613434920061,818523200641
7613204648409,702168000000
4251192114914,747539500000
7613294300331,702311800085
800897129958,528599800000
9005800346861,526607400000
7613434910987,804990211643
7613433625998,848706524040
7610433335124,210506700000
7610900262700,204560300000
7610900101962,204560300000
7613269695462,204560300000
7613434634777,848314300010
3073781175158,212412900000
7613247732240,700154900005
2159765000003,220256055810
7613269678199,220256055810
7613434777917,709038200000
7613433522679,816338823520
7610200430687,111714805200
4030851108217,848311000584
2164007000000,233011095010
7613404089415,233011095010
7613404584873,130641200000
7628871105377,704532100000
7617020539088,400900000238PIMSAM
7611471005543,521041500000
7616700012811,113123300000
7623186103995,113123300000
2161736000004,210111624200
7613269883746,210111624200
7613312295588,153960700000
7610200095749,153960700000
7613404658475,111929500000
5012583205364,514850300000
4015100211665,514850300000
4015100194784,514850300000
800897171155,528548300000
7613434838618,815339600620
7613434977010,844454203343
7613434851051,821171700610
7613312285817,104241000000
4062300420335,513245000000
7611889110761,121327600000
7613312383353,101912700000
7613404194539,131314101500
7613064866913,703838700000
7613434856575,705091300000
7628871040944,845051323120
7613434245881,844977603340
4008789712028,748108700000
7613434903897,831226430239
7613269328896,156010300000
7640121910364,200832800200
7628871072136,896600606805
7613433584141,703309500000
7613433524512,816337500374
2125567000008,271501501000
7617027551939,271501501000
7617027743563,230110351911
7613434679365,848312200043
7610200010339,105220000000
7613404726563,282598700000
7613294092069,720866500000
8718951453425,514161400000
8714789935690,514161400000
7613346272555,723379600030
7613312298312,521030900000
8006540458563,513238500000
7628871072105,896600605680
7613434844022,815344300620
800897108045,528535600000
4005556198344,747945800000
7613347561108,747945800000
7613432952941,830219144421
7613346837716,830219144421
7613206885215,708209100020
2131824000001,251436200000
7617027537179,251436200000
7613434891910,804991808641
7613404831212,200740500000
7613434280776,842871704380
7613312072134,109029300000
7616700168990,111474200200
7613434852935,821170600920
7613434009858,821300700834
7624600656912,720132000500
5407005142127,705722300040
7628871070033,709045700000
7613312310533,160408000000
7613434914824,802974730143
7613404573341,131306900700
7613434889030,844985002638
7613434412627,848509700070
5702017415888,743447300000
4013283220849,747186400000
7613312399248,514520100000
7613433524154,816337022420
7617400030235,110104100000
3616303255411,515023400000
7623186074202,277318102200
7610632964958,277318102200
7610632994450,277318102200
7613434716077,830224311120
7613434235035,844978502650
7613434943305,838100544463
7611983218929,724225800000
7613404249208,200691800000
7613433523034,816341324410
7613434887999,804991107440
7613434917672,802975630320
7616700178692,111484500000
7630028634098,527027400000
7613346031770,706244900000
7613434840215,815341900610
8712916091868,749707800000
7613312264058,162051400000
7610314560911,162051400000
7613269301530,162051400000
7610108060498,514061200000
3283950912365,523024100000
7613312416884,523024100000
3040529163098,830425100320
4002448136866,513366000000
9002755372471,815529104420
7613434919591,831218230210
7613434237961,842253904374
7610200425645,210508400200
7613248652103,706509600000
4104420227408,152190100000
4104420034587,152190100000
4104420207028,152190100000
7613269435792,152190100000
7617400037364,110187000000
7613404623404,113741500000
7613434917078,888200444420
7613124285388,815522804610
7628871038774,833901500094
7613404321249,131042400000
7616700269772,111462600500
7613433522112,816339124210
7640168698065,848800200154
7628871025408,831226030284
7613434761268,702036500000
7617027764193,227292010100
7613312314630,104141300000
7613269184492,104141300000
7616700190618,104141300000
7613434233529,844977102940
7628871041538,724254400000
4251097402888,233070023000
7613269561675,210528400900
7613434891323,805430106851
5702017419237,743464500000
8437006451000,106284300000
7613312294581,106284300000
7613432959728,830222833320
7613347421594,830222833320
8714100614556,107098300000
8720608005390,107098300000
7623186070150,271802202300
7610632999813,271802202300
7613312214787,101413900000
7613312362303,101413900000
0810074645812,818816300220
7613404764923,130541100000
7613404569641,130541100000
7613434320212,724089300000
7613434475394,720516700000
3600524069674,513398400000
2184715000000,227250013510
7617027719759,227250013510
7613434390802,720716200000
7610200020642,720716200000
7613404113721,196042501200
7613404756393,131503700000
7613312180518,513408900000
4008239258885,109154000000
7613432449953,815329624120
7613433599787,843503503840
7613434012322,747174900000
7613347058738,701132700000
7613432451475,815331124420
7613433626834,700370400000
3288131530604,521113900000
3616304552762,516108900000
7613432454803,815334624220
7613434124261,891527360838
7613434233369,844977003160
7613205967400,703026900000
7628871134742,879204411152
7623186074264,278106502300
7610632972533,278106502300
7613432959889,830222922203
7613347422089,830222922203
7617500198316,120929100000
7613432699105,705647400000
3770016947305,203502800000
7613269880691,110193600000
8004360088540,702990500000
7613432107860,702990500000
7613404763247,111488400500
2164753000002,210609922100
7613404161135,210609922100
7628871035971,745748200000
7613312236154,104469300000
7613434844695,815344600510
7613434846828,815341100310
7613312371237,513433000000
8005125166404,749043100300
4251192106957,746691200000
7640106030865,120912800000
7613312409626,151003400000
9414202117731,703043300000
7613347404603,703043300000
7613205270968,702201000000
4009816041920,702201000000
7613434047188,723983200005
7613346271756,723379200062
57059815,101137000000
2164756000009,210609702500
7613404161197,210609702500
7610355101555,744907000000
7610355101012,744907000000
7610355101401,744907000000
7610355101265,744907000000
7613136898248,821169300980
8004690053195,104128000000
7613434419862,703781400000
7613312154014,505000900000
7613312126851,103530700000
7613434980010,844986202740
7613432952880,830219133320
7613346837655,830219133320
7628871040647,845051002444
7613312368176,162508800000
3248830691631,130528200000
3240782040000,130528200000
7613433476033,816338320120
2180071000005,212560902500
7617067006826,212560902500
7613433524680,816339622510
7613434874135,815342400516
7640109170377,103590000000
7613312046340,103590000000
7613312288962,101114600000
4020500956412,155023700000
4020500966015,155023700000
7613433476651,816338020175
7628871013689,894932609850
7613434231563,844443902438
7613269557234,275307502300
2184175000008,220654015011
7617027627627,220654015011
7613434914558,802974730006
7613432451932,815331924120
2182113000004,220230040010
7617027583725,220230040010
7610200014405,230535200000
7613432691741,704426100000
7613434095967,817314524243
7613404412268,210640800000
7628871043082,823199130360
4006592488901,743422900000
7613312372845,511708400000
7613312382653,161623000000
4104420021884,104614300000
7613269432081,104614300000
7610196019408,514517100000
7613312174883,514517100000
7628871163766,848405700062
7613432852593,721282000000
7628871044188,823199230335
4008789704443,748033800000
7613269193142,105317600000
7617014149439,105317600000
7613312026601,104155500000
7613434610221,888300433382
7613404593325,113808100200
7610200010124,102010400000
7628871000177,747190500060
4251192105189,747332000000
4251192107596,747332000000
7613432930451,830221611102
7613346889692,830221611102
7617100217790,230500250100
7613434768823,891909705081
7616500015609,100156000000
7613404695074,112905705200
7613432118736,702022300000
7613434950662,804990600000
7613433525410,816340424111
3700668700164,520598800000
0194735123728,740126800000
4000539103766,100905100000
5000488109382,511844000000
7613312144602,153227300000
7616900498460,526801300000
7624900114907,526801300000
7628871038958,826544233320
7613434845111,815344900410
3297680361027,105256600000
3297680000131,105256600000
2144942000006,210418524100
7617067005751,210418524100
7613434879307,702871200000
2163673000000,251119000500
7613404054840,251119000500
7649991736449,160572900000
7628871109283,806463417780
7613269932321,130614200000
7613434845951,815340900480
7613433605686,705725200000
7617027945783,232363702100
7628871144802,836101633354
2139984000008,236720073000
7617027526975,236720073000
7613112236323,821158300920
2137278000000,233600300900
7617100018830,233600300900
7613432762946,730139000000
7617020976036,730139000000
7613269437123,113124900000
800897170745,528543000000
7613269405344,266080109400
9001616664328,747073500000
7610244007722,107110700000
7628871073454,896200807432
2122683000004,233000171000
7617027148894,233000171000
2146612000002,235011281700
7617027150897,235011281700
7613269690122,210905200600
7616700083422,111922600000
7613434740034,700170500005
7613312316023,500441900000
0778988305553,747511000000
8024622038526,705096900000
7613434869575,705096900000
2129982000001,230114160000
7617027145541,230114160000
7617027198424,230114160000
7613434736679,700165800001
2185876000007,220632000000
7617027755733,220632000000
7613434904801,831226430281
2129091000008,233042181000
7617100017857,233042181000
7616700031522,113188700000
7623186103704,113188700000
2188578000009,210595002500
7617067015422,210595002500
7613312397473,501110600000
7613434891934,804991809841
80481522,103330100000
4006592066048,740109700000
7613433679724,723969400000
7628871027808,818817500443
7612300010189,204205900000
7613433760330,830544322220
7617014193159,107133100000
800897190620,528560600000
3450601028533,500490200000
7628871121988,849124600080
9006100518651,514826500000
76107092,101028300000
7613312396896,101028300000
7610200337481,120801200000
