Material_health;Product_circularity;Product_number;Product_description
***;****;7023249;Espresso set of 4
***;****;7023256;"capuccino cocoa patterns
Set of 6 pcs"
***;****;7023263;"Tea cup
capacity 450ml"
***;****;7023264;"stoneware teapot 
18.7*14.2*11.2CM  
12pcs/carton"
***;****;7023265;stoneware tea cups set of 2
***;****;702326600000;K&C TEEGLAS DW FLACH
***;****;702328500000;Cold water jug
***;****;702326000000;"CAST IRON TEAPOPT - 1100ML
SIZE: L22.2*W19*H17cm"
***;****;702328000000;"CAST IRON TEAPOPT - 1500ML
SIZE: L20.6*W18.1*H20.5cm"
***;**;702324700000;MANUAL COFFEE MILL
***;**;702324300000;COFFEE PLUNGER - 600ML
***;**;702327400000;SET OF 32 S/S TEA INFUSER WITH  TRAY
***;****;702327300000;SET OF 32 S/S TEA BALL
***;**;702424600000;1.0l stainless steel vacuum jugplastic PP cover/mouth/base?matt finish, 201s/s painting body, beech wood handle, with 201s/s push button, glass liner inside                    product size: dia13*height26.5cm
***;**;702327000000;Macha Tea Set
***;**;7023244;K&C MILCHSCHÄUMER 0.6L
***;**;7023281;K&C MILCHSCHÄUMER
***;***;766600100074;GM KT BIG WAFFLE BEIGE 2ER
***;***;766600100054;GM KT BIG WAFFLE COGNAC 2ER
***;***;766601500000;GM HT FROTTEE GRAU 2ER
***;***;766601400000;GM HT FROTTEE PETROL 2ER
****;****;708002500000;CLEVERBAG AZ-BEUTEL 55L 20ST
****;****;708002600000;CLEVERBAG AZ-BEUTEL 35L 20ST
****;****;708002700000;CLEVERBAG AZ-BEUTEL 20L 20ST
***;****;708002800000;CLEVERBAG COS 3L 20ST
***;****;708002900000;CLEVERBAG COS 6L 20ST
***;****;708003000000;CLEVERBAG COS 12L 20ST    
***;***;706813000000;CLEVERBAG HERKULES 35L 20ST
***;***;705916900000;CLEVERBAG HERKULES 60L 20ST
***;***;70594560000;CLEVERBAG HERKULES 110L 20ST    
***;****;708004000000;"M-Budget Cosmetic bag with handle (Pedal Bin Liners with Tie Handle)
10 liters x 75 pieces  Size: 36x56cm 
Thickness: 7.5mic"
***;****;708004100000;"M-Budget Cosmetic bag with handle (Pedal Bin Liners with Tie Handle)
25 liters x 50 pieces   Size: 54x69cm 
Thickness: 9mic"
***;****;708003800000;"scented bags 35L x 20
vanilla & lavender
roll with drawstring     Size: 55x63cm
Thickness: 29mic"
***;****;708003700000;"bag with handle on roll 20X5liters, antibacterial     Size: 33x48cm
Thickness: 9mic"
***;****;708003900000;"bags 20L x 20
odor control, active fresh
roll with drawstring     Size: 45x50cm
Thickness: 29mic"
***;****;702328600000;K&C CERAMIC COFFEEFILTER 
***;****;702326100000;K&C Tea Pot black
***;****;702326200000;K&C TEA CUPS BLACK 2PC.
***;****;705644800000;K&C KARTUSCHEN 3 STK MONO
***;****;703202600000;K&C KARTUSCHEN 3 STK DUOMAX
***;**;703261600000;K&CWASSERFILTER-KRUG DUOMAX
***;****;702419900000;ME K&C AIR-POT 2.3L ANTHR
***;**;702419200000;ME K&C ISOKANNE MIT TEESIEB
***;**;705603400000;K&C MILCHSCHÄUMER INKL. 2 BATTERIEN
***;**;702317400000;K&C TEEKANNE GLAS 0.9L
***;****;702314600000;K&C ESPRESSOGLAS DW 2ER
***;****;702314700000;K&C KAFFEEGLAS DW 2ER
***;****;702311700000;K&C KAFFEEPRESSE 0.9L
***;****;709005800000;ME AIR-POT 3.0L SCHWARZ E
***;****;703147700000;K&C TEEZANGE
***;****;702321400000;K&C MILCHSCHAUM-KÄNNCHEN SILBER
***;****;702321900000;K&C TEEGLAS DW 0.4L
***;****;702323900000;K&C MILCHSCHAUM-KÄNNCHEN SCHWARZ
***;**;702423500085;ME K&C ISOKRUG DW 1.5L ED
***;**;702413600085;ME K&C ISOKRUG DW 0.9L SI
***;**;705698800000;K&C SPRUDLERFLASCHE
***;**;705698700000;CUCINA & TAVOLA SPRUDELGE
*;*;705667700000;GASFÜLLUNG M-CLASSIC ZYLI
***;**;711124300000;Gold rim paper plate 12pk
***;**;711124400000;Gold Rim paper cup 12pk
***;**;711124500000;Colour mixed napkins with fringe edge 20pk 
***;**;711127000000;Paper streamer 8pk
*;*;711123700000;3D animal birthday candle 5pk
*;*;711123100000;"""Happy Birthday"" birthday candle 24pk"
**;**;711125800000;Happy Birthday letter foil balloons 
**;**;711121700000;Animal foil balloons 3pk 
**;**;711121900000;balloon arch colorful 90pcs
***;**;711121800000;DIY balloon with stickers
**;**;711120500001;foil ballon no 1
**;**;711120500002;foil ballon no 2
**;**;711120500003;foil ballon no 3
**;**;711120500004;foil ballon no 4
**;**;711120500005;foil ballon no 5
**;**;711120500006;foil ballon no 6
**;**;711120500007;foil ballon no 7
**;**;711120500008;foil ballon no 8
**;**;711120500009;foil ballon no 9
**;**;711120500010;foil ballon no 0
**;**;711121200000;Foil balloon Happy Birthday gold
**;**;711120800000;foil balloon heart golkd
**;**;711121100000;Foil balloon Happy Birthday 3pcs
*;*;711126300000;confetti happy birthday
*;*;711120600001;candle no 1
*;*;711120600002;candle no 2
*;*;711120600003;candle no 3
*;*;711120600004;candle no 4
*;*;711120600005;candle no 5
*;*;711120600006;candle no 6
*;*;711120600007;candle no 7
*;*;711120600008;candle no 8
*;*;711120600009;candle no 9
*;*;711120600010;candle no 0
*;*;711122300000;balloonb candles Happy Birthday 12pcs
*;*;711122400000;candles sleek gold 10pcs
*;*;711122500000;candles twisted gold 24pcs
*;*;711122600000;birthday candles happy birthday block pastel
*;*;711122700000;birthday candles happy birthday block gold
*;*;711122800000;birthday candle happy birthday cursiv gold
***;**;711124000000;paper plate lets party 12pcs
***;**;711124100000;paper cups yay! 12pcs
***;***;711124200000;paper napkins 33cm party time! 20pcs
*;*;711123000000;birthday candles twisted white 24pcs
*;*;711123100000;birthday candles colorful Happy Birthday print 10pcs
*;*;711123200000;birthday candles metallic 10pcs
*;*;711123300000;birthday candles happy birthday block colorful dots
*;*;711123400000;birthday candles metallic hearts and stars
*;*;711123500000;birthday candles happy birthday block silver
*;*;711123600000;birthday candle happy birthday cursiv silver
*;*;711123800000;candles sleek silver 10pcs
***;**;711126700000;confetti dots colorful
***;**;711124900000;Jungle paper plate 12pcs
***;**;711125000000;Jungle paper cup 12pk 
***;**;711125100000;Jungle napkin 20pk
**;**;711121600000;confetti balloon 10pcs
***;**;711125900000;Garland Happy Birthday pastel
*;*;711126000000;Party decoration set
***;**;711126100000;Garland Happy Birthday colorful with tassels
**;**;711120900000;BALLONE GOLD METALLIC 10 STK
**;**;711121000000;BALLONE PASTELL 10 STK
**;**;711127800000;KNICKLICHT PARTYPACK 104STK
*;*;711122900000;TORTENFEUERWERK TRAUMSTERN 4STK
**;**;711126900000;BALLON XXL 1 STK
*;*;711127200000;TISCHBOMBE MINI POP ART
*;*;711127300000;TISCHBOMBE MINI TIERLI
*;*;711127400000;TISCHBOMBE MINI BUNT HOLO  WORDING
*;*;711127100000;TISCHBOMBE MINI LETS PARTY GOLD 
**;**;711121500000;BALLONE POP ART 10 STK
*;*;711127900000;TISCHBOMBE MINI HAPPY BIRTHDAY
***;***;711126200000;WIMPEL-GIRLANDE BUNT 10M
*;*;711122100000;WUNDERKERZE HERZ
*;*;711122200000;WUNDERKERZE STERN
*;*;711120700001;WUNDERKERZEN_ZAHL 1
*;*;711120700002;WUNDERKERZEN_ZAHL 2
*;*;711120700003;WUNDERKERZEN_ZAHL 3
*;*;711120700004;WUNDERKERZEN_ZAHL 4
*;*;711120700005;WUNDERKERZEN_ZAHL 5
*;*;711120700006;WUNDERKERZEN_ZAHL 6
*;*;711120700007;WUNDERKERZEN_ZAHL 7
*;*;711120700008;WUNDERKERZEN_ZAHL 8
*;*;711120700009;WUNDERKERZEN_ZAHL 9
*;*;711120700010;WUNDERKERZEN_ZAHL 0
*;*;711128700000;WUNDERKERZEN 30 STK.
**;**;711121300000;BALLONE BUNT 100 STK.
**;**;711121400000;BALLONE HAPPY BIRTHDAY PRINT 12 STK
**;**;711122000000;ILLOOMS LED BALLONE 5 STK
**;**;711127500000;BALLON PUMPE KLEIN
***;**;711126400000;LUFTSCHLANGEN 3 STK. BUNT
**;**;711126500000;PARTY-SET BALLONE+LUFTSCHLANGEN
***;**;711126600000;LUFTSCHLANGEN GOLD 3 STK. 
***;**;711124600000;GM PAPPTELLER RAINBOW 12 STK
***;**;711124700000;GM PAPPBECHER RAINBOW 12 STK
***;***;711124800000;GM SERV 33 RAINBOW 20 STK
***;**;711125200000;GM PAPPTELLER POP ART 12 STK
***;**;711125300000;GM PAPPBECHER POP ART 12 STK
***;***;711125400000;GM SERV 33 POP ART 20 STK
***;**;711125500000;GM PAPPTELLER HAPPY BIRTHDAY 12STK
***;**;711125600000;GM PAPPBECHER HAPPY BIRTHDAY 200ML 12STK
***;***;711125700000;GM SERV 33 HAPPY BIRTHDAY 20STK
***;**;711127600000;KONFETTI SHOOTER GOLD GROSS
***;**;711127700000;KONFETTI SHOOTER BUNT 2 STÜCK
***;***;5260102;M-Budget Kitchen towel (Standard)
***;***;5260118;M-Classic Kitchen Towel (Standard)
***;***;5260806;M-Classic Kitchen Towel (Sellout Duo)
***;***;5260214;Classic Kitchen towel (Standard)
***;***;5260786;Classic Kitchen towel (Sellout XXL-Pack)
***;***;5260202;Style Kitchen towel (Standard)
***;***;5260757;Style Kitchen towel (Sellout XXL-Pack)
***;***;5260215;Deluxe Kitchen towel (Standard)
***;***;5260736;Deluxe Kitchen towel (Sellout XXL-Pack)
***;***;5260210;Recycling Deluxe Kitchen towel (Standard)
***;***;5260798;Recycling Deluxe Kitchen towel (Sellout XXL-Pack)
***;***;5260xxx (5260211 old);Recycling Kitchen towel (Standard) new 1/2-Sheet
***;***;5260xxx (5260785 old);Recycling Kitchen towel (Sellout XXL-Pack) new 1/2-Sheet
***;***;5260207;Refill Kitchen towel (single sheets) (Standard)
***;***;5262104;M-Budget Recycling Toilet Paper (Standard)
***;***;5262100;M-Budget Recycling Toilet Paper (Standard)
***;***;5262101;M-Budget Toilet Paper (Standard)
***;***;5262222;Soft Comfort Toilet Paper (Standard)
***;***;5262757;Soft Comfort Toilet Paper (Sellout XXL-Pack)
***;***;5262220;Soft Recycling Toilet Paper (Standard)
***;***;5262747;Soft Recycling Toilet Paper (Sellout XXL-Pack)
***;***;5262215;Soft Kamille Toilet Paper (Standard)
***;***;5262775;Soft Kamille Toilet Paper (Sellout XXL-Pack)
***;***;5262697;Soft Kamille Toilet Paper (Sellout XXL-Pack)
***;***;5262226;Soft Recycling Supreme Toilet Paper (Standard)
***;***;5262688;Soft Recycling Supreme Toilet Paper (Sellout XXL-Pack)
***;***;5262228;Soft Supreme White (Standard)
***;***;5262646;Soft Supreme White (Sellout XXL-Pack)
***;***;5262209;Soft Sensitive Toilet Paper (Standard)
***;***;5262732;Soft Sensitive Toilet Paper (Sellout XXL-Pack)
***;***;5262212;Soft Deluxe Toilet Paper (Standard)
***;***;5262768;Soft Deluxe Toilet Paper (Sellout XXL-Pack)
***;***;5261226;Linsoft Classic Box Hanks FSC 100 Tissues
***;***;5261216;Linsoft Classic Hanks 15x10 FSC
***;***;5261215;Linsoft Classic Hanks 30x10 FSC
***;***;5261220;Linsoft Menthol Hankys 15x10
***;***;5261224;Linsoft Pocket Hanks 15x10 FSC
***;***;5261222;Linsoft Recycling Hanks 15x10 with Lotion
***;***;5261104;M-Budget Hanks 42x10 Recycled 
***;***;5265009;Linsoft Cube Facial Tissues 2 layers FSC ass.
***;***;5265008;Linsoft Facial Tissues Box 2 layers ass FSC
***;***;5265046;Linsoft Recycling Box Facial Tissues 3-layers
***;***;5265044;Linsoft Travel Bo x100 FSC, 2 openings
***;***;5265040;Linsoft Ultra Soft Facial Tissues 3 layers
***;***;5265010;M-Budget Facial Tissues 2 layers FSC
;;;
***;***;5265105;M-Budget Facial Box
***;***;5261228;Linsoft Taschentücher Würfel
***;**;720128400000;PAP COUVERT C5 OF HK 30ST FSC
***;***;721808700000;PAP GP COUVERT C5 OF 100S
***;**;720128500000;PAP COUVERT C5 MFR HK 30ST FSC
***;**;721808800000;PAP GP COUVERT C5 MFR 100
***;***;720141500000;PAP COUVERT C6 OF HK 50ST FSC
***;***;721809200000;PAP GP COUVERT C6 OF 100S
***;***;720142700000;PAP COUVERT C5/6 OF HK 40ST FSC
***;**;720142800000;PAP COUVERT C5/6 MFR HK 40ST FSC
***;***;720146200000;PAP COUVERT C4 OF HK 10ST FSC
***;**;720808800000;PAP COUVERT C4 MFR HK 10ST
***;***;720853300000;MBUD COUVERT C5 OF GUM 30ST FSC
***;***;720853400000;MBUD COUVERT C6 OF GUM 50ST
***;***;721809700000;PAP GREEN COUVERT C5 OF 3
***;**;721809600000;PAP GREEN COUVERT C5 MFR
***;***;721809800000;PAP GREEN GP COUVERT C6 O
***;***;721813900000;PAP COUVERT B5 OF HK 20ST
***;***;720846000000;PAP COUVERT B4 OF HK 10ST
***;***;720100800000;PAP SBLOCK A4 UNI 80BL 100G
***;***;720101800000;PAP SBLOCK A5 UNI 90BL 100G SAT
***;***;720111100000;PAP NBLOCK A4 4MM 100BL 70G
***;***;720111300000;PAP NBLOCK A4 4MM 4-GEL 100BL 70G
***;***;720111600000;PAP NBLOCK A5 4MM 2X100BL 65G
***;***;720112100000;PAP NBLOCK A6 4MM 3X100BL 65G
***;***;720115200000;PAP NBLOCK A6 UNI 4x50BL 70G GEF
***;***;720115500000;PAP NBLOCK 7.3X14CM 4X50BL 70G
***;***;720124000000;MBUD SBLOCK A4 UNI 2X80BL 70G
***;***;720139600000;PAP NBLOCK A4 LIN 80BL 80G
***;***;720853100000;PAP GREEN NBLOCK A6 4MM 3X100BL REC
***;***;720853600000;PAP GREEN NBLOCK A5 4MM 2X100BL REC
***;***;720853700000;PAP GREEN NOTIZBLOCK A4
***;***;721814000000;PAP NBLOCK A7 4MM 2ST 100BL 65G FSC
***;***;720165000000;PRESSSPANH E5 LIN 48BL 80G ASS
***;***;720165100000;PRESSSPANH E5 4MM 48BL 80G ASS
***;***;720165200000;PRESSSPANH A4 LIN 48BL 80G ASS
***;***;720165300000;PRESSSPANH A4 4MM 48BL 80G ASS
***;***;720130800000;PAP SCHREIBH 11X17.5CM 4MM 2ST 32BL 80G
***;***;720132000400;PAP SCHREIBH E5 4MM 2X24BL
***;***;720132000500;PAP SCHREIBH E5 5MM 2X24BL
***;***;720132001000;PAP SCHREIBH E5 LIN 2X24BL
***;***;720132500400;PAP SCHREIBH A4 4MM 2X24BL
***;***;720132500500;PAP SCHREIBH A4 5MM 2X24BL
***;***;720132501000;PAP SCHREIBH A4 LIN 2X24BL
***;***;720113200000;PAP KARTEIKARTEN A7 100ST 180G
***;***;720845700000;PAP KARTEIKARTEN A7 FARBIG 100ST 180G
***;***;721168300000;PAP KARTEIKARTEN A7 UNI 1
***;***;720866500000;PAP KARTEIKARTEN A8 200ST 180G
***;***;721846200000;PAP KARTEIKARTEN A8 UNI 200ST
***;***;721168400000;PAP KARTEIKARTEN A6 50ST
***;***;720121600000;PAP SKARTEN A6 50ST 250G
***;***;720867200000;PAP DOPPELKARTEN A6 25ST 250G
***;**;720101400000;PAP CBLOCK A4 LIN 80BL 70G GEL PERF
***;**;720138500000;PAP CBLOCK A4 5MM 80BL 70G GEL PERF
***;**;720847700000;PAP CBLOCK A4 4MM PERF 80BL 70G
***;**;721844600000;PAP CBLOCK A4_90G_80BL_LIN
***;**;720133600000;PAP SPIRALH A7 4MM 2X50BL 65G
***;**;720133800000;PAP SPIRALH A6 4MM 2X50BL 70G
***;**;720134100000;PAP SPIRALH E5 4MM 48BL 80G
***;**;720134600000;PAP SPIRALH A4 4MM 48BL 80G
***;****;720105300000;"PAPETERIA
Kopierpapier A4, 80g, 500 Blatt

"
***;****;720106700000;"PAPETERIA
Kopierpapier A3, 80g, 500 Blatt

"
***;****;720106800000;"PAPETERIA
Kopierpapier A4, 90g, 500 Blatt

"
***;****;720106900000;"PAPETERIA
Kopierpapier A4, 120g, 250 Blatt

"
***;****;720122900000;"M-BUDGET 
Kopierpapier A4, 80g, 500 Blatt

"
***;****;720141100000;"PAPETERIA
Kopierpapier Mixpack Pastell A4, 80g, 5x50 Blatt

"
***;****;720141200000;"PAPETERIA
Kopierpapier Mixpack Pastell A4, 160g, 5x20 Blatt

"
***;***;720141600000;"PAPETERIA
Kopierpapier Mixpack Intensiv A4, 80g, 5x50 Blatt

"
***;***;720141700000;"PAPETERIA
Kopierpapier Mixpack Intensiv A4, 160g, 5x20 Blatt

"
***;****;720153400000;"PAPETERIA
Kopierpapier Premium A4, 100g, 250 Blatt

"
***;****;720153700000;"PAPETERIA
Kopierpapier Premium A4, 120g, 250 Blatt

"
***;****;720313400000;"PAPETERIA
Kopierpapier Premium A4, 160g, 125 Blatt

"
***;****;720316800000;"PAPETERIA GREEN Kopierpapier Recycling A4, 80g, 500 Blatt
"
***;****;720318600000;BALANCE PURE Kopierpapier 100% Recycling hochweiss A4, 80g, 500 Blatt
***;****;720160000000;"PAPETERIA
Kopierpapier Grosspackung A4, 80g, 2500 Blatt (5 x Artikel 7201.053)

"
"""""""";***;720693000000;"Art. 720693000000
Kartonregister 1-12 weiss


Cardboard Ledger 1-12 white"
"""""""";***;720693200000;"Art. 720693200000
Kartonregister Bunt Breit (f. Zeigebuch) 1-10

Cardboard Ledger 1-10 wide coloured (presentation binder)"
"""""""";***;720693100000;"Art. 720693100000
Kartonregister 6-teilig, 3Stk


Cardboard Ledger 6-part, 3pcs"
"""""""";***;720692900000;"Art. 720692900000
Kartonregister Bunt 12-teilig, 2Stk

Cardboard Ledger coloured 12-part, 2pc"
***;***;526022400000;Twist Gras Haushaltpapier
***;***;720853500000;PAP GREEN RBUCHEINLBLA4 4MM 90BL 90G REC
***;***;721179800000;PAP RBUCHEINLBL A4 5MM 100BL
***;***;721848600000;PAP GREEN RBUCHEINLBL A4 5MM
***;***;720138900000;PAP RBUCHEINLBL A4 4MM 100BL 100G FSC
***;***;720113200000;PAP KARTEIKARTEN A7 100ST 180G
***;***;720845700000;PAP KARTEIKARTEN A7 FARBIG 100ST 180G
***;****;720866500000;PAP KARTEIKARTEN A8 200ST 180G
***;****;721168300000;PAP KARTEIKARTEN A7 UNI 100ST
***;****;721846200000;PAP KARTEIKARTEN A8 UNI 200ST
***;***;721168400000;PAP KARTEIKARTEN A6 50ST LIN 250G
***;****;720832600010;PAP ZETTELBOX TRANSP_weiss
***;***;720832400010;PAP ZETTELBL 9X9CM GELEIMT_weiss
***;***;720832400090;PAP ZETTELBL 9X9CM GELEIMT_farbig
***;****;720832500010;PAP ERSATZBL 9X9CM LOSE_weiss
***;***;720832500090;PAP ERSATZBL 9X9CM LOSE_farbig
